10/​(1+​e^​(‑1(x-​5)))+8,10/​(1+​e^​(1​(x-​5)))+8
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​5)))+5,10/​(1+​e^​(1​(x-​5)))+5
10/​(1+​e^​(‑1(x-​7)))+2,10/​(1+​e^​(1​(x-​7)))+2
10/​(1+​e^​(‑1(x-​4)))+8,10/​(1+​e^​(1​(x-​4)))+8
10/​(1+​e^​(‑1(x-​3)))+9,10/​(1+​e^​(1​(x-​3)))+9
10/​(1+​e^​(‑1(x-​6)))+10,10/​(1+​e^​(1​(x-​6)))+10
10/​(1+​e^​(‑1(x-​6)))+6,10/​(1+​e^​(1​(x-​6)))+6
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​7)))+3,10/​(1+​e^​(1​(x-​7)))+3
10/​(1+​e^​(‑1(x-​3)))+0,10/​(1+​e^​(1​(x-​3)))+0
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​4)))+10,10/​(1+​e^​(1​(x-​4)))+10
10/​(1+​e^​(‑1(x-​3)))+0,10/​(1+​e^​(1​(x-​3)))+0
10/​(1+​e^​(‑1(x-​5)))+8,10/​(1+​e^​(1​(x-​5)))+8
10/​(1+​e^​(‑1(x-​7)))+9,10/​(1+​e^​(1​(x-​7)))+9
10/​(1+​e^​(‑1(x-​7)))+3,10/​(1+​e^​(1​(x-​7)))+3
10/​(1+​e^​(‑1(x-​7)))+7,10/​(1+​e^​(1​(x-​7)))+7
10/​(1+​e^​(‑1(x-​7)))+9,10/​(1+​e^​(1​(x-​7)))+9
10/​(1+​e^​(‑1(x-​4)))+1,10/​(1+​e^​(1​(x-​4)))+1
10/​(1+​e^​(‑1(x-​6)))+2,10/​(1+​e^​(1​(x-​6)))+2
10/​(1+​e^​(‑1(x-​6)))+6,10/​(1+​e^​(1​(x-​6)))+6
10/​(1+​e^​(‑1(x-​4)))+4,10/​(1+​e^​(1​(x-​4)))+4
10/​(1+​e^​(‑1(x-​5)))+9,10/​(1+​e^​(1​(x-​5)))+9
10/​(1+​e^​(‑1(x-​6)))+10,10/​(1+​e^​(1​(x-​6)))+10
10/​(1+​e^​(‑1(x-​5)))+8,10/​(1+​e^​(1​(x-​5)))+8
10/​(1+​e^​(‑1(x-​6)))+0,10/​(1+​e^​(1​(x-​6)))+0
10/​(1+​e^​(‑1(x-​7)))+8,10/​(1+​e^​(1​(x-​7)))+8
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​4)))+6,10/​(1+​e^​(1​(x-​4)))+6
10/​(1+​e^​(‑1(x-​5)))+0,10/​(1+​e^​(1​(x-​5)))+0
10/​(1+​e^​(‑1(x-​5)))+5,10/​(1+​e^​(1​(x-​5)))+5
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​4)))+1,10/​(1+​e^​(1​(x-​4)))+1
10/​(1+​e^​(‑1(x-​6)))+0,10/​(1+​e^​(1​(x-​6)))+0
10/​(1+​e^​(‑1(x-​3)))+2,10/​(1+​e^​(1​(x-​3)))+2
10/​(1+​e^​(‑1(x-​5)))+0,10/​(1+​e^​(1​(x-​5)))+0
10/​(1+​e^​(‑1(x-​7)))+6,10/​(1+​e^​(1​(x-​7)))+6
10/​(1+​e^​(‑1(x-​6)))+2,10/​(1+​e^​(1​(x-​6)))+2
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​7)))+6,10/​(1+​e^​(1​(x-​7)))+6
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​6)))+7,10/​(1+​e^​(1​(x-​6)))+7
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​3)))+8,10/​(1+​e^​(1​(x-​3)))+8
10/​(1+​e^​(‑1(x-​6)))+1,10/​(1+​e^​(1​(x-​6)))+1
10/​(1+​e^​(‑1(x-​6)))+7,10/​(1+​e^​(1​(x-​6)))+7
10/​(1+​e^​(‑1(x-​4)))+7,10/​(1+​e^​(1​(x-​4)))+7
10/​(1+​e^​(‑1(x-​4)))+3,10/​(1+​e^​(1​(x-​4)))+3
10/​(1+​e^​(‑1(x-​3)))+4,10/​(1+​e^​(1​(x-​3)))+4
10/​(1+​e^​(‑1(x-​6)))+9,10/​(1+​e^​(1​(x-​6)))+9
10/​(1+​e^​(‑1(x-​5)))+8,10/​(1+​e^​(1​(x-​5)))+8
10/​(1+​e^​(‑1(x-​7)))+7,10/​(1+​e^​(1​(x-​7)))+7
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​3)))+6,10/​(1+​e^​(1​(x-​3)))+6
10/​(1+​e^​(‑1(x-​6)))+10,10/​(1+​e^​(1​(x-​6)))+10
10/​(1+​e^​(‑1(x-​3)))+4,10/​(1+​e^​(1​(x-​3)))+4
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​3)))+1,10/​(1+​e^​(1​(x-​3)))+1
10/​(1+​e^​(‑1(x-​6)))+9,10/​(1+​e^​(1​(x-​6)))+9
10/​(1+​e^​(‑1(x-​3)))+0,10/​(1+​e^​(1​(x-​3)))+0
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​4)))+4,10/​(1+​e^​(1​(x-​4)))+4
10/​(1+​e^​(‑1(x-​4)))+5,10/​(1+​e^​(1​(x-​4)))+5
10/​(1+​e^​(‑1(x-​3)))+10,10/​(1+​e^​(1​(x-​3)))+10
10/​(1+​e^​(‑1(x-​3)))+7,10/​(1+​e^​(1​(x-​3)))+7
10/​(1+​e^​(‑1(x-​3)))+7,10/​(1+​e^​(1​(x-​3)))+7
10/​(1+​e^​(‑1(x-​7)))+2,10/​(1+​e^​(1​(x-​7)))+2
10/​(1+​e^​(‑1(x-​4)))+6,10/​(1+​e^​(1​(x-​4)))+6
10/​(1+​e^​(‑1(x-​7)))+10,10/​(1+​e^​(1​(x-​7)))+10
10/​(1+​e^​(‑1(x-​6)))+1,10/​(1+​e^​(1​(x-​6)))+1
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​6)))+2,10/​(1+​e^​(1​(x-​6)))+2
10/​(1+​e^​(‑1(x-​7)))+2,10/​(1+​e^​(1​(x-​7)))+2
10/​(1+​e^​(‑1(x-​5)))+9,10/​(1+​e^​(1​(x-​5)))+9
10/​(1+​e^​(‑1(x-​4)))+4,10/​(1+​e^​(1​(x-​4)))+4
10/​(1+​e^​(‑1(x-​7)))+1,10/​(1+​e^​(1​(x-​7)))+1
10/​(1+​e^​(‑1(x-​3)))+10,10/​(1+​e^​(1​(x-​3)))+10
10/​(1+​e^​(‑1(x-​3)))+1,10/​(1+​e^​(1​(x-​3)))+1
10/​(1+​e^​(‑1(x-​6)))+2,10/​(1+​e^​(1​(x-​6)))+2
10/​(1+​e^​(‑1(x-​5)))+8,10/​(1+​e^​(1​(x-​5)))+8
10/​(1+​e^​(‑1(x-​5)))+0,10/​(1+​e^​(1​(x-​5)))+0
10/​(1+​e^​(‑1(x-​4)))+5,10/​(1+​e^​(1​(x-​4)))+5
10/​(1+​e^​(‑1(x-​4)))+2,10/​(1+​e^​(1​(x-​4)))+2
10/​(1+​e^​(‑1(x-​6)))+0,10/​(1+​e^​(1​(x-​6)))+0
10/​(1+​e^​(‑1(x-​3)))+5,10/​(1+​e^​(1​(x-​3)))+5
10/​(1+​e^​(‑1(x-​4)))+7,10/​(1+​e^​(1​(x-​4)))+7
10/​(1+​e^​(‑1(x-​5)))+4,10/​(1+​e^​(1​(x-​5)))+4
10/​(1+​e^​(‑1(x-​6)))+8,10/​(1+​e^​(1​(x-​6)))+8
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
10/​(1+​e^​(‑1(x-​4)))+3,10/​(1+​e^​(1​(x-​4)))+3
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​5)))+0,10/​(1+​e^​(1​(x-​5)))+0
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​7)))+6,10/​(1+​e^​(1​(x-​7)))+6
10/​(1+​e^​(‑1(x-​4)))+7,10/​(1+​e^​(1​(x-​4)))+7
10/​(1+​e^​(‑1(x-​6)))+1,10/​(1+​e^​(1​(x-​6)))+1
10/​(1+​e^​(‑1(x-​6)))+5,10/​(1+​e^​(1​(x-​6)))+5
10/​(1+​e^​(‑1(x-​5)))+8,10/​(1+​e^​(1​(x-​5)))+8
10/​(1+​e^​(‑1(x-​6)))+9,10/​(1+​e^​(1​(x-​6)))+9
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
10/​(1+​e^​(‑1(x-​7)))+10,10/​(1+​e^​(1​(x-​7)))+10
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​6)))+1,10/​(1+​e^​(1​(x-​6)))+1
10/​(1+​e^​(‑1(x-​5)))+4,10/​(1+​e^​(1​(x-​5)))+4
10/​(1+​e^​(‑1(x-​4)))+9,10/​(1+​e^​(1​(x-​4)))+9
10/​(1+​e^​(‑1(x-​6)))+7,10/​(1+​e^​(1​(x-​6)))+7
10/​(1+​e^​(‑1(x-​3)))+3,10/​(1+​e^​(1​(x-​3)))+3
10/​(1+​e^​(‑1(x-​7)))+6,10/​(1+​e^​(1​(x-​7)))+6
10/​(1+​e^​(‑1(x-​7)))+3,10/​(1+​e^​(1​(x-​7)))+3
10/​(1+​e^​(‑1(x-​3)))+0,10/​(1+​e^​(1​(x-​3)))+0
10/​(1+​e^​(‑1(x-​7)))+5,10/​(1+​e^​(1​(x-​7)))+5
10/​(1+​e^​(‑1(x-​6)))+2,10/​(1+​e^​(1​(x-​6)))+2
10/​(1+​e^​(‑1(x-​7)))+4,10/​(1+​e^​(1​(x-​7)))+4
10/​(1+​e^​(‑1(x-​7)))+7,10/​(1+​e^​(1​(x-​7)))+7
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​5)))+3,10/​(1+​e^​(1​(x-​5)))+3
10/​(1+​e^​(‑1(x-​4)))+3,10/​(1+​e^​(1​(x-​4)))+3
10/​(1+​e^​(‑1(x-​7)))+0,10/​(1+​e^​(1​(x-​7)))+0
10/​(1+​e^​(‑1(x-​4)))+7,10/​(1+​e^​(1​(x-​4)))+7
10/​(1+​e^​(‑1(x-​6)))+4,10/​(1+​e^​(1​(x-​6)))+4
10/​(1+​e^​(‑1(x-​3)))+10,10/​(1+​e^​(1​(x-​3)))+10
10/​(1+​e^​(‑1(x-​6)))+9,10/​(1+​e^​(1​(x-​6)))+9
10/​(1+​e^​(‑1(x-​4)))+3,10/​(1+​e^​(1​(x-​4)))+3
10/​(1+​e^​(‑1(x-​5)))+10,10/​(1+​e^​(1​(x-​5)))+10
10/​(1+​e^​(‑1(x-​6)))+6,10/​(1+​e^​(1​(x-​6)))+6
10/​(1+​e^​(‑1(x-​3)))+9,10/​(1+​e^​(1​(x-​3)))+9
10/​(1+​e^​(‑1(x-​7)))+2,10/​(1+​e^​(1​(x-​7)))+2
10/​(1+​e^​(‑1(x-​4)))+3,10/​(1+​e^​(1​(x-​4)))+3
10/​(1+​e^​(‑1(x-​3)))+10,10/​(1+​e^​(1​(x-​3)))+10
10/​(1+​e^​(‑1(x-​4)))+8,10/​(1+​e^​(1​(x-​4)))+8
10/​(1+​e^​(‑1(x-​6)))+8,10/​(1+​e^​(1​(x-​6)))+8
10/​(1+​e^​(‑1(x-​3)))+3,10/​(1+​e^​(1​(x-​3)))+3
10/​(1+​e^​(‑1(x-​4)))+10,10/​(1+​e^​(1​(x-​4)))+10
10/​(1+​e^​(‑1(x-​4)))+1,10/​(1+​e^​(1​(x-​4)))+1
10/​(1+​e^​(‑1(x-​6)))+7,10/​(1+​e^​(1​(x-​6)))+7
10/​(1+​e^​(‑1(x-​5)))+7,10/​(1+​e^​(1​(x-​5)))+7
10/​(1+​e^​(‑1(x-​5)))+7,10/​(1+​e^​(1​(x-​5)))+7
10/​(1+​e^​(‑1(x-​5)))+7,10/​(1+​e^​(1​(x-​5)))+7
10/​(1+​e^​(‑1(x-​4)))+2,10/​(1+​e^​(1​(x-​4)))+2
10/​(1+​e^​(‑1(x-​7)))+4,10/​(1+​e^​(1​(x-​7)))+4
10/​(1+​e^​(‑1(x-​4)))+5,10/​(1+​e^​(1​(x-​4)))+5
10/​(1+​e^​(‑1(x-​7)))+5,10/​(1+​e^​(1​(x-​7)))+5
10/​(1+​e^​(‑1(x-​5)))+0,10/​(1+​e^​(1​(x-​5)))+0
10/​(1+​e^​(‑1(x-​6)))+1,10/​(1+​e^​(1​(x-​6)))+1
10/​(1+​e^​(‑1(x-​3)))+1,10/​(1+​e^​(1​(x-​3)))+1
10/​(1+​e^​(‑1(x-​6)))+6,10/​(1+​e^​(1​(x-​6)))+6
10/​(1+​e^​(‑1(x-​3)))+9,10/​(1+​e^​(1​(x-​3)))+9
10/​(1+​e^​(‑1(x-​7)))+6,10/​(1+​e^​(1​(x-​7)))+6
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
10/​(1+​e^​(‑1(x-​4)))+4,10/​(1+​e^​(1​(x-​4)))+4
10/​(1+​e^​(‑1(x-​6)))+0,10/​(1+​e^​(1​(x-​6)))+0
10/​(1+​e^​(‑1(x-​4)))+9,10/​(1+​e^​(1​(x-​4)))+9
10/​(1+​e^​(‑1(x-​4)))+3,10/​(1+​e^​(1​(x-​4)))+3
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​4)))+2,10/​(1+​e^​(1​(x-​4)))+2
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​7)))+1,10/​(1+​e^​(1​(x-​7)))+1
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​7)))+2,10/​(1+​e^​(1​(x-​7)))+2
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​4)))+4,10/​(1+​e^​(1​(x-​4)))+4
10/​(1+​e^​(‑1(x-​3)))+8,10/​(1+​e^​(1​(x-​3)))+8
10/​(1+​e^​(‑1(x-​4)))+6,10/​(1+​e^​(1​(x-​4)))+6
10/​(1+​e^​(‑1(x-​3)))+8,10/​(1+​e^​(1​(x-​3)))+8
10/​(1+​e^​(‑1(x-​6)))+9,10/​(1+​e^​(1​(x-​6)))+9
10/​(1+​e^​(‑1(x-​4)))+8,10/​(1+​e^​(1​(x-​4)))+8
10/​(1+​e^​(‑1(x-​3)))+6,10/​(1+​e^​(1​(x-​3)))+6
10/​(1+​e^​(‑1(x-​7)))+3,10/​(1+​e^​(1​(x-​7)))+3
10/​(1+​e^​(‑1(x-​7)))+2,10/​(1+​e^​(1​(x-​7)))+2
10/​(1+​e^​(‑1(x-​5)))+7,10/​(1+​e^​(1​(x-​5)))+7
10/​(1+​e^​(‑1(x-​3)))+8,10/​(1+​e^​(1​(x-​3)))+8
10/​(1+​e^​(‑1(x-​7)))+3,10/​(1+​e^​(1​(x-​7)))+3
10/​(1+​e^​(‑1(x-​6)))+6,10/​(1+​e^​(1​(x-​6)))+6
10/​(1+​e^​(‑1(x-​4)))+0,10/​(1+​e^​(1​(x-​4)))+0
10/​(1+​e^​(‑1(x-​4)))+4,10/​(1+​e^​(1​(x-​4)))+4
10/​(1+​e^​(‑1(x-​7)))+10,10/​(1+​e^​(1​(x-​7)))+10
10/​(1+​e^​(‑1(x-​7)))+7,10/​(1+​e^​(1​(x-​7)))+7
10/​(1+​e^​(‑1(x-​3)))+5,10/​(1+​e^​(1​(x-​3)))+5
10/​(1+​e^​(‑1(x-​5)))+0,10/​(1+​e^​(1​(x-​5)))+0
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​5)))+6,10/​(1+​e^​(1​(x-​5)))+6
10/​(1+​e^​(‑1(x-​5)))+1,10/​(1+​e^​(1​(x-​5)))+1
10/​(1+​e^​(‑1(x-​6)))+7,10/​(1+​e^​(1​(x-​6)))+7
10/​(1+​e^​(‑1(x-​4)))+10,10/​(1+​e^​(1​(x-​4)))+10
10/​(1+​e^​(‑1(x-​6)))+5,10/​(1+​e^​(1​(x-​6)))+5
10/​(1+​e^​(‑1(x-​6)))+9,10/​(1+​e^​(1​(x-​6)))+9
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
10/​(1+​e^​(‑1(x-​4)))+0,10/​(1+​e^​(1​(x-​4)))+0
10/​(1+​e^​(‑1(x-​6)))+3,10/​(1+​e^​(1​(x-​6)))+3
10/​(1+​e^​(‑1(x-​6)))+1,10/​(1+​e^​(1​(x-​6)))+1
10/​(1+​e^​(‑1(x-​6)))+5,10/​(1+​e^​(1​(x-​6)))+5
10/​(1+​e^​(‑1(x-​5)))+2,10/​(1+​e^​(1​(x-​5)))+2
